Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:00 AM,70.8,52.0,52.3,70.0,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:05 AM,71.0,52.0,52.5,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:10 AM,71.2,52.0,52.7,70.5,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:15 AM,71.2,52.0,52.7,70.5,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:20 AM,70.8,52.0,52.3,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:25 AM,71.0,52.0,52.5,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:30 AM,71.0,52.0,52.5,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:35 AM,70.8,52.0,52.3,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:40 AM,70.8,52.0,52.3,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:45 AM,71.0,52.0,52.5,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:50 AM,70.8,52.0,52.3,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 12:55 AM,70.7,52.0,52.2,69.9,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:00 AM,70.8,53.0,52.8,70.1,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:05 AM,70.8,53.0,52.8,70.1,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:10 AM,70.8,52.0,52.3,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:15 AM,70.7,53.0,52.7,70.0,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:20 AM,70.8,53.0,52.8,70.1,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:25 AM,70.8,53.0,52.8,70.1,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/09/16 1:30 AM,70.8,53.0,52.8,70.1,,,30.18,,,,,,,,,,,,,
