Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:00 AM,71.2,52.0,52.7,70.5,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:05 AM,71.2,52.0,52.7,70.5,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:10 AM,71.2,52.0,52.7,70.5,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:15 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:20 AM,71.0,52.0,52.5,70.2,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:25 AM,71.2,52.0,52.7,70.5,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:30 AM,71.0,52.0,52.5,70.2,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:35 AM,70.8,52.0,52.3,70.0,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:40 AM,71.0,52.0,52.5,70.2,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:45 AM,71.2,52.0,52.7,70.5,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:50 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 12:55 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 1:00 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 1:05 AM,71.2,52.0,52.7,70.5,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 1:10 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/08/02 1:15 AM,70.8,52.0,52.3,70.0,,,30.04,,,,,,,,,,,,,
